,headline,date
16684,A court refuses to extend the ballot receipt deadline for Navajo voters in Arizona.,2020-10-15
16685,‘The Devil Has a Name’ Review: A Little Guy Takes On Big Oil,2020-10-15
16686,"In France, a Festival Delivers the Essential: Dance to Audiences",2020-10-16
16687,The Power Picnic Is Spreading,2020-10-16
16688,How the Most Socially Progressive Pro League Got That Way,2020-10-16
16689,"How Mexico Shaped Randy Arozarena, the Rays’ Cuban Star",2020-10-16
16690,Iker Casillas Remembers Everything,2020-10-15
16691,Trump campaign lawyers are aiding a leading proponent of QAnon.,2020-10-16
16692,A Mother Takes Readers on a Journey With Her Autistic Son,2020-10-15
16693,"NBC, Under Fire for Trump Event, Faces a Big Test and Bad Memories",2020-10-15
16694,"Canadian Soldiers Cry Wolf, Alarming Residents",2020-10-16
16695,This Ex-Taliban Commander Is Now the Face of Afghan Security,2020-10-16
16696,The Ottoman Empire’s Influence on the Present Day,2020-10-16
16697,Man Arrested in Killing of Thomas Jefferson Byrd,2020-10-16
16698,Focusing on Firearms Proves Contentious in Struggle to Reduce Veterans’ Suicides,2020-10-15
16699,Homes for Sale in New York and New Jersey,2020-10-15
16700,Turkey Moves Closer to Activating Its Russian Air Defense System,2020-10-16
16701,"Lindsey Graham Leads Jaime Harrison in South Carolina Race, Poll Shows",2020-10-15
16702,‘The Trial of the Chicago 7’: What to Know About the Netflix Film,2020-10-16
16703,"Packed Courts, Undecided Voters and ‘WAP’: You Asked, We Answered",2020-10-16
16704,"Jacinda Ardern, Hero to Liberals Abroad, Is Validated at Home",2020-10-17
16705,"YouTube Cracks Down on QAnon Conspiracy Theory, Citing Offline Violence",2020-10-15
16706,How an Empathy Expert Spends His Sundays,2020-10-16
16707,Watch Sacha Baron Cohen Get Serious in ‘The Trial of the Chicago 7’,2020-10-16
16708,‘That Kindness’ Review: Nurses Didn’t Sign Up for This,2020-10-16
16709,"Democrats See a Cash Surge, With a $1.5 Billion ActBlue Haul",2020-10-16
16710,"Stuart Bowyer, Astronomer Who Lent His Ear to the Cosmos, Dies at 86",2020-10-15
16711,Biden Beats Trump in Ratings Battle of the Network Town Halls,2020-10-16
16712,"Politics, Poems and Charm in Two London Monologues",2020-10-15
16713,Republicans Clash on Stimulus as Trump Says ‘Go Big’ and McConnell Demurs,2020-10-15
16714,U.S. Brings ‘Largest Ever Tax Charge’ Against Tech Executive,2020-10-16
16715,"Eitan Haber, Rabin Aide and Israeli Wordsmith, Dies at 80",2020-10-16
16716,Ignore Phone Companies About 5G,2020-10-15
16717,Reporting Live From Quarantine U.,2020-10-15
16718,The 25 Most Influential Works of American Protest Art Since World War II,2020-10-15
16719,Quotation of the Day: Inferno Threatens World’s Largest Tropical Wetland,2020-10-17
16720,Savannah Guthrie gets answers from Trump by setting a fast pace and following up.,2020-10-16
16721,"Slamming Trump, G.O.P. Senator Warns of a ‘Republican Blood Bath’",2020-10-15
16722,"The East Village, Home of Punks and Poets: Here’s a Tour",2020-10-15
16723,A Video Series Explores The Strengths and Weaknesses of U.S. Elections,2020-10-16
16724,"As Trump’s Language Grows More Heated, Fears Rise of Political Violence",2020-10-15
16725,Two Park Police Officers Face Manslaughter Charges in Virginia Shooting,2020-10-16
16726,"The polls finally catch up with the news, and still show Trump trailing.",2020-10-16
16727,Over a Million California Voters Have Already Returned Their Ballots,2020-10-16
16728,Why They Loved Him,2020-10-16
16729,"How Weird Were the Tony Nods? Well, How Weird Was the Season?",2020-10-15
16730,Democrats in New Jersey are voting at high rates.,2020-10-16
16731,"G.O.P.-Appointed Judges Threaten Democracy, Liberals Seeking Court Expansion Say",2020-10-16
16732,"Democratic Senate candidates rake in money in Arizona, Kentucky, Maine and South Carolina.",2020-10-16
16733,"In Trying Times, 20 Wines Under $20 That Revive and Restore",2020-10-15
16734,A Korean Store Owner. A Black Employee. A Tense Neighborhood.,2020-10-15
16735,"Trump travels to Florida and Georgia today, and Biden speaks in Detroit.",2020-10-16
16736,Kids Have Suffered Enough. Let Them Have Halloween.,2020-10-15
16737,Here’s What It’s Like to Appear on ‘Curb Your Enthusiasm’,2020-10-15
16738,"Scott Lilienfeld, Psychologist Who Questioned Psychology, Dies at 59",2020-10-16
16739,"Trump supports a bigger relief bill, but a deal is far from certain.",2020-10-16
16740,"Bernard Cohen, Lawyer in Landmark Mixed-Marriage Case, Dies at 86",2020-10-15
16741,How Much Do You Really Miss Going to the Movies?,2020-10-16
16742,A Remix from The Daily,2020-10-16
16743,The Weekender,2020-10-16
16744,Miss Live Theater? You’re Not Alone.,2020-10-15
16745,"How to Hang a Picture, Step by Step",2020-10-15
16746,What Happened in the Trump and Biden Town Halls: Full Analysis,2020-10-15
16747,"Weekly Health Quiz: Sounder Sleep, Covid Symptoms and Chocolate",2020-10-16
16748,The Trump Administration Is Reversing Nearly 100 Environmental Rules. Here’s the Full List.,2020-10-16
16749,"News Quiz: Vaccine Trials, BTS, Apple",2020-10-16
16750,End Our National Crisis,2020-10-16
16751,"‘How It Started... How It’s Going,’ Explained",2020-10-15
16752,A Nation Adrift,2020-10-16
16753,Walking New York City’s 42nd Street,2020-10-16
16754,What Happens if Roe v. Wade Is Overturned?,2020-10-15
16755,How to Keep Your Desk Organized,2020-10-16
16756,Live: Alaska State Primary Election Results 2020,2020-10-15
16757,U.S. Virus Cases Climb Toward a Third Peak,2020-10-15
16758,"Moving On Up to Her First Manhattan Purchase. What Could She Find for Under $800,000?",2020-10-15
16759,Homes for Sale in the New York Region,2020-10-15
16760,On the Market in New York City,2020-10-15
16761,Biden Says He’ll ‘Take Care of Your Health Coverage’,2020-10-16
16762,London Tightens Coronavirus Restrictions as Cases Rise,2020-10-15
16763,Trump Addresses Killing of Antifa Activist,2020-10-15
16764,Watch Full Video: Day 4 of Amy Coney Barrett’s Confirmation Hearing,2020-10-15
16765,‘The Trial of the Chicago 7’ | Anatomy of a Scene,2020-10-16
16766,Final Day of Amy Coney Barrett Confirmation Hearings,2020-10-15
16767,8 Things to Do This Weekend,2020-10-15
16768,Love Letter: Introducing the New Modern Love Podcast,2020-10-16
16769,"Corrections: Oct. 16, 2020",2020-10-16
16770,Letters to the Editor,2020-10-16
16771,Trump and Biden: The Sharp Contrast at Two Town Halls,2020-10-16
16772,Growing Up Black,2020-10-15
16773,"Republicans, You Are Complicit",2020-10-16
16774,Amy Coney Barrett on the Court: What’s at Stake,2020-10-15
16775,A Plan Just Might Be Coming Together for the Buccaneers,2020-10-19
16776,I Was Reagan’s Solicitor General. Here’s What Biden Should Do With the Court.,2020-10-19
16777,Rapper Arrested After Bragging About Unemployment Fraud in Video,2020-10-18
16778,Invasion of the Memory Snatchers,2020-10-17
16779,What Fans of ‘Herd Immunity’ Don’t Tell You,2020-10-19
16780,New York Post Published Hunter Biden Report Amid Newsroom Doubts,2020-10-18
16781,Migrant Workers Restricted to Farms Under One Grower’s Virus Lockdown,2020-10-19
16782,Fraternity That Reveres Robert E. Lee Faces Revolt Over Racism,2020-10-19
16783,Slow Lorises Are Adorable but They Bite With Flesh-Rotting Venom,2020-10-19
16784,Oil Industry Turns to Mergers and Acquisitions to Survive,2020-10-19
16785,"Fauci, Voter Registration, Immigration: Your Monday Evening Briefing",2020-10-19
16786,Losing Courtside Camaraderie in the Covid Era,2020-10-19
16787,What the N.B.A.’s West Teams Need: Shooters and Shady Texts,2020-10-17
16788,"‘Please Like Me,’ Trump Begged. For Many Women, It’s Way Too Late.",2020-10-17
16789,At Least 3 Injured in Explosion at Virginia Strip Mall,2020-10-17
16790,"Play a Halloween Pencil Game, if You Dare",2020-10-18
16791,Will we remember how hugging works when we are allowed to do it again?,2020-10-17
16792,Will Chile Set an Example for True Democracy?,2020-10-19
16793,"Alan S. Boyd, Nation’s First Transportation Chief, Dies at 98",2020-10-19
16794,"Rhonda Fleming, 97, Movie Star Made for Technicolor, Is Dead",2020-10-17
16795,"The Sunday Read: ‘Jim Dwyer, About New York’",2020-10-18
16796,What I Learned When QAnon Came for Me,2020-10-19
16797,"Corrections: Oct. 17, 2020",2020-10-17
16798,"Ballet Finds Itself on Higher Ground, Overlooking Lincoln Center",2020-10-19
16799,‘I Quickly Realized I Now Had to Pedal For the Weight of Two Men’,2020-10-18
16800,"The Long, Worthwhile Search for the Five Black Women of Grace Baptist Church",2020-10-17
16801,Trump Team Unveils $55 Million Ad Blitz on a Day of Scattershot Attacks,2020-10-19
16802,A Centuries-Old Korean Style Gets an Update,2020-10-19
16803,Quotation of the Day: Infections in U.S. and Europe Show Troubling Trend,2020-10-18
16804,"Will Smith Homers Off Will Smith, and the Dodgers Top the Braves",2020-10-17
16805,Justice Dept. Says Trump’s Denial of Rape Accusation Was an Official Act,2020-10-19
16806,Dan Kluger Helps Vegetables Realize Their Full Potential,2020-10-19
16807,‘Utopia’ Review: Charles L. Mee’s New Play Is a Frothy Escape,2020-10-19
16808,Your Tuesday Briefing,2020-10-19
16809,"Homes That Sold for $550,000, or Less",2020-10-18
16810,The Sheet-Pan Cauliflower Readers Love,2020-10-17
16811,What’s on TV This Week: ‘The Undoing’ and the Presidential Debate,2020-10-19
16812,"Remote but Inclusive for Years, and Now Showing Other Companies How",2020-10-18
16813,Trick or Treat: It’s Mom and Dad!,2020-10-17
16814,"What’s in a Neighborhood Name? Marketing, Mostly",2020-10-18
16815,World Series Preview: A Clash of Coasts and Contrasts,2020-10-19
16816,"With Covid-19 under control, China’s economy surges ahead.",2020-10-19
16817,Bruce Springsteen Is Living in the Moment,2020-10-18
16818,Biden Says He Gets Places Like Scranton. Some in Town Aren’t So Sure.,2020-10-18
16819,"Mask Mandate? In a Montana Town, It ‘Puts Us at Odds With Customers’",2020-10-19
16820,Donald Trump Is Losing His Touch. So Is the TV Producer Who Shaped His Image.,2020-10-19
16821,Republican Voters Take a Radical Conspiracy Theory Mainstream,2020-10-19
16822,David Letterman Isn’t Here to Cheer You Up This Time,2020-10-19
16823,How Failures of the Obama-Era Stimulus Could Guide a Biden Administration,2020-10-19
16824,Landslide in Vietnam Kills at Least 20 Military Personnel,2020-10-19
16825,Marching Orders for the Next Investment Chief of CalPERS: More Private Equity,2020-10-19
16826,Evo Morales Is Out. His Socialist Project Lives On.,2020-10-19
16827,Got Crystals? Gem Mining Could Be Your Full-Time Job,2020-10-19
16828,"Suspect Stalked French School Before Beheading Teacher, Officials Say",2020-10-17
16829,What the N.B.A.’s East Teams Need: Playmakers and Trade Partners,2020-10-18
16830,Rays Stick to Their Plan and Reach a 2nd World Series,2020-10-18
16831,"The Improbable, Slightly Surreal Plan to Save Fashion’s Printed Matter",2020-10-19
16832,5 Ways Families Can Prepare as Coronavirus Cases Surge,2020-10-19
16833,Biden focuses on shuttered bars and clubs in a new ad faulting Trump.,2020-10-19
16834,State Dept. to Remove Sudan From List of Terrorist States,2020-10-19
16835,How to Grow (and Eat) a Pawpaw,2020-10-19
16836,"Armenia and Azerbaijan Reach New Cease-Fire for Nagorno-Karabakh, Then Report Violations",2020-10-17
16837,"As Britain Edges Toward Lockdowns, Long-Held Grievances Flare Up",2020-10-19
16838,The Comforts of Clutter,2020-10-17
16839,Bill Offering L.G.B.T. Protections in Italy Spurs Rallies on Both Sides,2020-10-17
16840,Eat Your Way Around the World,2020-10-19
16841,"Jon Gibson, Minimalist Saxophonist and Composer, Dies at 80",2020-10-19
16842,Cruise Ship Rescues 24 People From Sinking Boat Off Florida Coast,2020-10-19
16843,How to Have a Safe and Still Spooky Halloween,2020-10-18
16844,"As Local News Dies, a Pay-for-Play Network Rises in Its Place",2020-10-18
16845,Election Tech That’s Super Simple,2020-10-19
16846,"Nagorno-Karabakh, Coronavirus, Thai Protests: Your Monday Briefing",2020-10-19
16847,Doctors May Have Found Secretive New Organs in the Center of Your Head,2020-10-19
16848,"Fleetwood Mac’s ‘Rumours’ Returns to the Top 10, Thanks to TikTok",2020-10-19
16849,Has Trump Drawn the Water for a ‘Republican Blood Bath’?,2020-10-19
16850,"New York shuts down a wedding amid fears it would draw 10,000 people.",2020-10-18
16851,N.Y.C. Was Once a Bastion of G.O.P. Moderates. Then Trump Came Along.,2020-10-17
16852,"Despite Everything, People Still Have Weddings at ‘Plantation’ Sites",2020-10-17
16853,Migrant farmworkers under lockdown say restrictions severely limit their freedom.,2020-10-19
16854,Surprising Results in Initial Virus Testing in N.Y.C. Schools,2020-10-19
16855,Just the Thing for Miss Muffet’s 21st Birthday,2020-10-19
16856,Brush Up Your Pie Skills,2020-10-19
16857,"Lesson of the Day: ‘With Nowhere to Go, Teens Flock to Among Us’",2020-10-19
16858,The Bills Won the Stefon Diggs Trade. Right?,2020-10-19
16859,The Conners Return to Confront the Coronavirus,2020-10-18
16860,Some Signs of Recovery From Severe Covid Lung Damage,2020-10-18
16861,Paleontologists See Stars as Software Bleeps Scientific Terms,2020-10-18
16862,The Week in Business: Facebook Cracks Down,2020-10-18
16863,"Trump Runs the Kind of Campaign He Likes, but Not the One He Might Need",2020-10-18
16864,"Seven Charged in Flying Squirrel Trafficking Ring, Florida Officials Say",2020-10-19
16865,‘They Just Get It’: How Women in M.L.B. Found Support in a Group Text,2020-10-19
16866,Orionids Meteor Shower 2020: Watch It Peak in Night Skies,2020-10-19
16867,Recognizing Miscarriage as an Occasion for Grief,2020-10-19
16868,"Romans Want to Get Rid of Wild Boars, but Killing Them? That’s Another Matter",2020-10-19
16869,The Women Behind the Million Man March,2020-10-17
16870,Pakistan Rescinds TikTok Ban,2020-10-19
16871,Get the Birds To Come To You,2020-10-18
16872,The Promise of Pawpaw,2020-10-19
16873,"2,000-Year-Old Cat Etching Found at Nazca Lines Site in Peru",2020-10-19
16874,Would Biden’s Tax Plan Help or Hurt a Weak Economy?,2020-10-18
16875,"A Storied Female Warlord Surrenders, Taliban Say, Exposing Afghan Weakness",2020-10-18
16876,"Chasing Illicit Money, Global Officials Circle a Puerto Rican Firm",2020-10-19
16877,African-American History Museum Displays Kobe Bryant’s Jersey,2020-10-19
16878,China Threatens to Detain Americans if U.S. Prosecutes Chinese Scholars,2020-10-18
16879,What Objects Bring You Comfort?,2020-10-19
16880,Review: Manly Trump Sinks Waterlogged Liberals in ‘Shipwreck’,2020-10-19
16881,Astros Battle Back to Force a Game 7 Against the Rays,2020-10-17
16882,U.S. Schedules First Execution of a Woman in Nearly 70 Years,2020-10-17
16883,Quotation of the Day: How the W.N.B.A. Became an Avatar of Social Activism,2020-10-19
16884,Disney Adds Warnings for Racist Stereotypes to Some Older Films,2020-10-19
16885,‘We Have to Speak Out’: Thai Students Defy Protest Ban,2020-10-18
16886,India Captures Chinese Soldier Along Disputed Mountain Border,2020-10-19
16887,The Bubble Doctor Is In: She Keeps Dance Companies Moving,2020-10-19
16888,A Question of Life and Death Looms for Amy Coney Barrett,2020-10-19
16889,‘It’s insane’: This is what happened when schools reopened in a virus-hit community.,2020-10-18
16890,"In Election, Bolivia Confronts Legacy of Ousted Socialist Leader",2020-10-18
16891,"After Teacher’s Decapitation, France Unleashes a Broad Crackdown on ‘the Enemy Within’",2020-10-19
16892,Airports screened more than one million travelers for the first time since mid-March.,2020-10-19
